Партія,Номер територіального виборчого округу (в порядку зростання),Код статті,Дата платежу,Номер розрахункового документа,Отримувач (повна назва),Місцезнаходження отримувача,Код отримувача (ЄДРПОУ),Призначення платежу,Сума (грн),Тип бенефіціара,Розшифровка коду витрат
Європейська Солідарність,221,1211,2019-06-26,2,"ТОВ ""Телеканал ""Прямий""","м. Київ, вул. Мечнікова, буд. 2А",04948693,"+;1211; за розм.мат.передв.агіт. на ТК на період 26.06-02.07.19 зг.рах.№403 від 25.06.19,дод.№1 до дог.№68-П/BSA2 від 25.06.19 в т. ч. ПДВ 20% 121028.57 грн.","726171,43",юридична особа,оплата ефірного часу на телебаченні
Європейська Солідарність,221,1211,2019-07-12,523,"Підприємство з іноземними інвестиціями у формі ТОВ ""Телерадіокомпанія ""НБМ""","м. Київ, вул. ЕЛЕКТРИКІВ, буд. 26",22837796,+;1211; за розм.політ.рекл. на ТК 5 к зг.рах.№195 від 01.07.19 до дог.№1046 від 25.06.19 в т.ч. ПДВ 20% 50000.00 грн.,300000,юридична особа,оплата ефірного часу на телебаченні
Європейська Солідарність,221,1220,2019-07-12,525,"ТОВ ""РЕГІОНАЛЬНИЙ ЧАСОПИС ""ЯРЕМЧАНСЬКИЙ ВІСНИК""","Івано-Франківська обл., м. Яремче, вул. Свободи, буд. 266",42708261,"+;1220; розм.МПА в газеті г.рах.№47 від 10.07.19, дод.№1 від 10.07.19 до дог.№5 від 10.07.19 Без ПДВ",2100,юридична особа,оплата друкованих площ у друкованих засобах масової інформації
Європейська Солідарність,221,1220,2019-07-12,526,"ТОВ ""РЕДАКЦІЯ ГАЗЕТИ ""ВІСТІ КАЛУЩИНИ""","Івано-Франківська обл., м. Калуш, вул. Чорновола, буд. 12",33768660,"+;1220; розм.МПА в газеті г.рах.№67 від 09.07.19, дод.№1 від 09.07.19 до дог.№5 від 09.07.19 Без ПДВ",1500,юридична особа,оплата друкованих площ у друкованих засобах масової інформації
Європейська Солідарність,221,1220,2019-07-12,527,"ПП ""Редакція газети ""Слово народу""","Івано-Франківська обл., Богородчанський р-н, смт Богородчани, вул. Шевченка, буд. 66",02473033,"+;1220; розм.МПА в газеті г.рах.№87 від 11.07.19, дод.№1 від 11.07.19 до дог.№35 від 10.07.19 Без ПДВ",1800,юридична особа,оплата друкованих площ у друкованих засобах масової інформації
Європейська Солідарність,221,1220,2019-07-12,531,"ТОВ ""Видавничий дім ""Високий замок""","Львівська обл., м. Львів, Франківський р-н, вул. Героїв Упа, буд. 65",13807781,"+;1220; за публ.МПА в газеті зг.рах.№ВЗ-0000685 від 10.07.19, дод.№5 від 10.07.19 до дог.№01 від 01.07.19 в т. ч. ПДВ 20% 7800.00 грн.",46800,юридична особа,оплата друкованих площ у друкованих засобах масової інформації
Європейська Солідарність,221,1140,2019-07-12,175,"ТОВ ""ГК ""Статус інвест інжиніринг""","м. Київ, Подільський р-н, вул. Волоська, буд. 21, оф. 2",39202920,"+;1140; за виготовл.мат.передв.агіт. зг.рах.№01-07/1 від 01.07.19, дод.№1 від 26.06.19 до дог.№26/06-2 від 26.06.19  в т. ч. ПДВ 20% 141200.00 грн.",587784,юридична особа,виготовлення інших матеріалів передвиборної агітації
Європейська Солідарність,221,1211,2019-07-12,533,"Міське КП ""Інформаційно-телевізійне агентство ""Віта""","Вінницька обл., м. Вінниця, вул. СОБОРНА, буд. 59",13341352,"+;1211; за надання ефірн.часу на ТК 12.07-14.07.19. зг.рах.№21 від 10.07.19,дод.№6 від 10.07.19 до дог.№ВД/4 від 27.06.19   в т. ч. ПДВ 20% 447.00 грн.",2682,юридична особа,оплата ефірного часу на телебаченні
Європейська Солідарність,221,1110,2019-07-12,159,"ТОВ ""ГК ""Статус інвест інжиніринг""","м. Київ, Подільський р-н, вул. Волоська, буд. 21, оф. 2",39202920,"+;1110; за виготовл.друков.мат.передв.агіт. зг.рах.№27-06/1 від 27.06.19, дод.№2 до дог.№26/06-1 від 26.06.19  в т. ч. ПДВ 20% 220800.00 грн.",1324800,юридична особа,"виготовлення друкованих матеріалів (виборчих листівок, плакатів та інших агітаційних матеріалів чи видань)"
Європейська Солідарність,221,1110,2019-07-12,160,"ТОВ ""ГК ""Статус інвест інжиніринг""","м. Київ, Подільський р-н, вул. Волоська, буд. 21, оф. 2",39202920,"+;1110; за виготовл.друков.мат.передв.агіт. зг.рах.№26-06/1 від 26.06.19, дод.№1 до дог.№26/06-1 від 26.06.19  в т. ч. ПДВ 20% 125200.00 грн.",751200,юридична особа,"виготовлення друкованих матеріалів (виборчих листівок, плакатів та інших агітаційних матеріалів чи видань)"
Європейська Солідарність,221,1140,2019-07-12,461,"ТОВ ""ГК ""Статус інвест інжиніринг""","м. Київ, Подільський р-н, вул. Волоська, буд. 21, оф. 2",39202920,"+;1140; за виготовл.мат.передв.агіт. зг.рах.№09-07/4 від 09.07.19, дод.№2 від 27.06.19 до дог.№26/06-2 від 26.06.19  в т. ч. ПДВ 20% 7800.00 грн.",46800,юридична особа,виготовлення інших матеріалів передвиборної агітації
Європейська Солідарність,221,1140,2019-07-12,462,"ТОВ ""ДРУКАРНЯ ПРЕС АРТ""","м. Київ, вул. СІМʼЇ СОСНІНИХ, буд. 3, приміщення 1",39694914,"+;1140; за виготовл.мат.передв.агіт. зг.рах.№28-06/1 від 28.06.19, дод.№1 від 25.06.19 до дог.№25-06/5 від 25.06.19  Без ПДВ",135000,юридична особа,виготовлення інших матеріалів передвиборної агітації
Європейська Солідарність,221,1110,2019-07-12,464,"ТОВ ""ГК ""Статус інвест інжиніринг""","м. Київ, Подільський р-н, вул. Волоська, буд. 21, оф. 2",39202920,"+;1110; за виготовл.друк.мат.передв.агіт. зг.рах.№08-07/4 від 08.07.19, дод.№4 до дог.№26/06-1 від 26.06.19  в т. ч. ПДВ 20% 8434.00 грн.",50604,юридична особа,"виготовлення друкованих матеріалів (виборчих листівок, плакатів та інших агітаційних матеріалів чи видань)"
